personId,season_year,personName,position,games_played,minutes_float,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,fg_percentage,three_pt_percentage,ft_percentage,avg_minutes,avg_points,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_turnovers,avg_fouls
203081,2018-19,Damian Lillard,G,80,2837.75,681,1533,237,643,468,513,68,303,371,551,88,34,212,148,2067,494,0.44422700587084146,0.36858475894245724,0.9122807017543859,35.471875,25.8375,4.6375,6.8875,1.1,0.425,2.65,1.85
203081,2019-20,Damian Lillard,G,66,2473.65,624,1349,270,674,460,518,33,251,284,530,70,22,194,114,1978,85,0.4625648628613788,0.40059347181008903,0.888030888030888,37.47954545454546,29.96969696969697,4.303030303030303,8.030303030303031,1.0606060606060606,0.3333333333333333,2.9393939393939394,1.7272727272727273
203081,2020-21,Damian Lillard,G,67,2397.8,602,1334,275,704,449,484,32,251,283,505,62,17,203,102,1928,198,0.4512743628185907,0.390625,0.9276859504132231,35.78805970149254,28.776119402985074,4.223880597014926,7.537313432835821,0.9253731343283582,0.2537313432835821,3.029850746268657,1.5223880597014925
203081,2021-22,Damian Lillard,G,29,1056.1833333333334,222,552,92,284,159,181,13,107,120,212,17,11,83,37,695,-30,0.40217391304347827,0.323943661971831,0.8784530386740331,36.42011494252874,23.96551724137931,4.137931034482759,7.310344827586207,0.5862068965517241,0.3793103448275862,2.8620689655172415,1.2758620689655173
203081,2022-23,Damian Lillard,G,58,2106.6,556,1202,244,658,510,558,44,233,277,425,50,18,191,109,1866,105,0.46256239600665555,0.3708206686930091,0.9139784946236559,36.320689655172416,32.172413793103445,4.775862068965517,7.327586206896552,0.8620689655172413,0.3103448275862069,3.293103448275862,1.8793103448275863
203081,2023-24,Damian Lillard,G,73,2578.4166666666665,541,1277,220,622,473,514,36,284,320,508,72,18,193,134,1775,389,0.42364917776037586,0.3536977491961415,0.9202334630350194,35.32077625570776,24.315068493150687,4.383561643835616,6.958904109589041,0.9863013698630136,0.2465753424657534,2.643835616438356,1.8356164383561644
203082,2012-13,Terrence Ross,F,73,1239.2833333333333,186,457,65,196,30,42,35,109,144,53,43,14,48,122,467,-68,0.40700218818380746,0.33163265306122447,0.7142857142857143,16.97648401826484,6.397260273972603,1.9726027397260273,0.726027397260274,0.589041095890411,0.1917808219178082,0.6575342465753424,1.6712328767123288
203082,2013-14,Terrence Ross,F/G,81,2159.1,318,751,161,408,82,98,43,209,252,79,64,27,88,183,879,128,0.4234354194407457,0.3946078431372549,0.8367346938775511,26.655555555555555,10.851851851851851,3.111111111111111,0.9753086419753086,0.7901234567901234,0.3333333333333333,1.0864197530864197,2.259259259259259
203082,2014-15,Terrence Ross,F/G,82,2091.8166666666666,309,753,145,390,44,56,32,194,226,86,53,25,69,136,807,37,0.4103585657370518,0.3717948717948718,0.7857142857142857,25.509959349593494,9.841463414634147,2.7560975609756095,1.048780487804878,0.6463414634146342,0.3048780487804878,0.8414634146341463,1.6585365853658536
203082,2015-16,Terrence Ross,F,73,1747.4,270,626,131,339,49,62,21,164,185,56,54,25,46,120,720,243,0.43130990415335463,0.3864306784660767,0.7903225806451613,23.936986301369863,9.863013698630137,2.5342465753424657,0.7671232876712328,0.7397260273972602,0.3424657534246575,0.6301369863013698,1.643835616438356
203082,2016-17,Terrence Ross,F,78,1954.9666666666667,326,746,142,391,64,77,18,188,206,88,87,33,68,143,858,126,0.43699731903485256,0.3631713554987212,0.8311688311688312,25.063675213675214,11.0,2.641025641025641,1.1282051282051282,1.1153846153846154,0.4230769230769231,0.8717948717948718,1.8333333333333333
203082,2017-18,Terrence Ross,G,24,600.3833333333333,76,191,30,93,27,36,10,63,73,38,27,11,29,45,209,-47,0.39790575916230364,0.3225806451612903,0.75,25.01597222222222,8.708333333333334,3.0416666666666665,1.5833333333333333,1.125,0.4583333333333333,1.2083333333333333,1.875
203082,2018-19,Terrence Ross,N/A,81,2150.0666666666666,440,1027,217,566,126,144,27,253,280,135,72,29,90,119,1223,5,0.42843232716650437,0.3833922261484099,0.875,26.5440329218107,15.098765432098766,3.45679012345679,1.6666666666666667,0.8888888888888888,0.35802469135802467,1.1111111111111112,1.4691358024691359
203082,2019-20,Terrence Ross,N/A,69,1889.1166666666666,341,846,177,504,157,184,13,209,222,82,77,24,70,109,1016,-72,0.4030732860520095,0.35119047619047616,0.8532608695652174,27.378502415458936,14.72463768115942,3.217391304347826,1.1884057971014492,1.1159420289855073,0.34782608695652173,1.0144927536231885,1.5797101449275361
203082,2020-21,Terrence Ross,F/G,46,1346.5166666666667,254,616,89,264,120,138,15,143,158,108,47,21,74,88,717,-235,0.41233766233766234,0.3371212121212121,0.8695652173913043,29.27210144927536,15.58695652173913,3.4347826086956523,2.347826086956522,1.0217391304347827,0.45652173913043476,1.608695652173913,1.9130434782608696
203082,2021-22,Terrence Ross,N/A,63,1448.2,220,554,77,264,112,130,20,141,161,116,28,12,75,68,629,-348,0.3971119133574007,0.2916666666666667,0.8615384615384616,22.987301587301587,9.984126984126984,2.5555555555555554,1.8412698412698412,0.4444444444444444,0.19047619047619047,1.1904761904761905,1.0793650793650793
203082,2022-23,Terrence Ross,G,63,1330.5,200,465,95,258,27,34,22,132,154,95,35,10,43,97,522,-76,0.43010752688172044,0.3682170542635659,0.7941176470588235,21.11904761904762,8.285714285714286,2.4444444444444446,1.507936507936508,0.5555555555555556,0.15873015873015872,0.6825396825396826,1.5396825396825398
203083,2012-13,Andre Drummond,C,60,1242.7166666666667,208,342,1,2,59,159,169,288,457,30,59,95,57,144,476,-50,0.6081871345029239,0.5,0.3710691823899371,20.711944444444445,7.933333333333334,7.616666666666666,0.5,0.9833333333333333,1.5833333333333333,0.95,2.4
203083,2013-14,Andre Drummond,C,81,2619.0833333333335,479,769,0,2,137,328,440,631,1071,35,101,131,110,273,1095,-233,0.6228868660598179,0.0,0.4176829268292683,32.334362139917694,13.518518518518519,13.222222222222221,0.43209876543209874,1.2469135802469136,1.617283950617284,1.3580246913580247,3.3703703703703702
203083,2014-15,Andre Drummond,C,82,2501.9,494,961,0,2,142,365,437,667,1104,55,73,153,120,285,1130,-57,0.514047866805411,0.0,0.38904109589041097,30.5109756097561,13.78048780487805,13.463414634146341,0.6707317073170732,0.8902439024390244,1.8658536585365855,1.4634146341463414,3.475609756097561
203083,2015-16,Andre Drummond,C,81,2665.5,552,1060,2,6,208,586,395,803,1198,67,119,112,155,245,1314,127,0.5207547169811321,0.3333333333333333,0.35494880546075086,32.907407407407405,16.22222222222222,14.790123456790123,0.8271604938271605,1.4691358024691359,1.382716049382716,1.9135802469135803,3.0246913580246915
203083,2016-17,Andre Drummond,C,81,2409.4166666666665,483,911,2,7,137,355,345,770,1115,90,124,89,152,237,1105,-275,0.5301866081229418,0.2857142857142857,0.38591549295774646,29.74588477366255,13.641975308641975,13.765432098765432,1.1111111111111112,1.5308641975308641,1.0987654320987654,1.876543209876543,2.925925925925926
203083,2017-18,Andre Drummond,C,78,2624.866666666667,466,881,0,11,239,395,399,848,1247,237,114,127,200,250,1171,-53,0.52894438138479,0.0,0.6050632911392405,33.652136752136755,15.012820512820513,15.987179487179487,3.0384615384615383,1.4615384615384615,1.6282051282051282,2.5641025641025643,3.2051282051282053
203083,2018-19,Andre Drummond,C,79,2646.9,561,1052,5,38,243,412,423,809,1232,112,136,138,175,272,1370,176,0.5332699619771863,0.13157894736842105,0.5898058252427184,33.505063291139244,17.341772151898734,15.594936708860759,1.4177215189873418,1.7215189873417722,1.7468354430379747,2.2151898734177213,3.4430379746835444
